POSITIVE,"My wife and I had occasion to stay in St. George, UT recently and we found this particular Best Western available. We were quite surprised at the friendliness of the motel staff. We were greeted as though we were returning home, and a call from the front desk after we had a chance to unpack the car was a pleasant surprise. The rooms might be small, but the recent remodeling of this place made it quite enjoyable. And being in the center of so much city activity, it was suprising quiet. Several couples we met at the breakfast commented that they frequent the motel and highly recommend it. We have to agree. You, too, can enjoy the great hospitality and comfort. Room Tip: Call the hotel directly."
POSITIVE,"Very nice, clean hotel. If you are not planning to be up at the crack of dawn request an inside room - the outside parking lot rooms are handy for being able to park right in front of your room so it is easy to carry luggage in and out but there are a lot of oilfield people who stay at this hotel and they start their day early and they drive big diesel trucks so there is a bit of a rumble in the parking lot between 4 and 6 am. If you travel with kids, the indoor pool was nice and clean and warm - looked like a great area. A room that opened up onto the inside courtyard would be awesome for a family visit. Staff was very nice and helpful. Restaurant has good food - big portions and helpful wait staff. All in all an A+ visit. Room Tip: Inside rooms are quieter - outside rooms have parking lot noise but are easy to park right in front..."
POSITIVE,"Everything in the hotel is satisfactory except for a very important thing - WiFi..we're having connection problems in the rooms, actually we never get connected the entire stay. Cons: WiFi Location: very good location specially to the Grand Canyon"
POSITIVE,"Friendly staff, hot food at the continental breakfast and room smelled great! All good qualities in a nice hotel. In our opinion, Best Western meet all these requirements. We would definately stay here again if needed. :}"
NEUTRAL,"Initial room was listed as non-smoking, however the smell was terrible. Someone must have been smoking. The hotel did switch rooms after we complained."
POSITIVE,"Had good experience, clean rooms and nice staff. Free shuttle service to train station Pros: Clean rooms"
NEUTRAL,The grounds were amazinglike being in an old mission
POSITIVE,"The hotel is located far away from the city center, but it doesn't really matter if you drive! The breakfast was good and better than many hotels. The room was comfortable too..."
POSITIVE,"The room was very attractive, clean and spacious. Beds were extremely comfortable. Staff was friendly. We loved the cookies. Good value for the money. Did you find this review helpful? yes no"
POSITIVE,"I loved everything about this hotel, except for the parking situation.... It close to Disney and shopping and dining... I would stay there again..."
NEGATIVE,"I was expecting a Best Western Hotel to be a better hotel to stay at. Unfortunately that wasn' t the case. The hallways were being painted at night so all you could smell were paint fumes. If you happened to need to walk down the hallways while they were painting, you ended up with paint on the soles of your shoes, as well as having to walk/trip over drop cloths. the internet wasn't working properly and the fire alarm went off and we all had to evacuate the hotel. I wouldn't stay here again"
NEUTRAL,"Comfortable Good Location, close to Disney, has roof 4 walls and a bathroom what else can i say"
POSITIVE,"Neat and clean, friendly service and conveniently located."
POSITIVE,"Very nice, clean hotel.. Free breakfast was lovely, free wireless Internet...vending machines, even a vending laundry on premises... Staff were pleasant. Rhonda and Douglas thank u for your assistance....Katherine was so accommodating....she allowed me to have a late checkout due to my late return flight... Lots of local restaurants right on your doorstep and a shop right across the road...I'd definitely be staying again...highly recommend if your passing through Kingsland ...thank you for making my stay so pleasant.."
POSITIVE,"The stay was great, if not for the pool being dirty the stay would be 100% shame on the pool man, I saw no one using the pool the hole time we wear there,Pros: The room was great, clean and the staff was very helpful. Cons: We did not use the pool, we wanted to, but it was very dirty."
POSITIVE,"enjoyable experience, staff and management were very helpful and went out of their way to make it a good experience. Rooms were clean and well maintained."
NEUTRAL,Will Let you know... We are booked for a long weekend after Valentine's Day... :-|
POSITIVE,much better than most hotels in this price range
POSITIVE,"THIS HOTEL IS VERY NICE , VERY CLEAN. WE ENJOYED THE BED IT WAS VERY CONFORTABLE. WE RECOMEND THIS HOTEL TO ALL FAMILIES .WE WILL COME BACK."
POSITIVE,"Friendly staff, comforable beds, clean. Breakfast included with room price. We would use them again."
POSITIVE,Good and informal hotel. They give us a room just in font of the pool which was great for the kids. Excelent price / quality ratio.
NEUTRAL,The free breakfast was not great but the Hotel staff were very helpful. The Hotel is on TX 290 which is under construction. The road is normally two-way on each side of the highway but is now temporarily one way on each side making access to the hotel a bit tricky. Overall the place is very nice and I recommend it for the price.
POSITIVE,"Nice, clean room with decent breakfast. Right next to the Alaska Sealife center, and only a short drive from the cruise ship pier, tours, etc. I imagine that nearby parking can fill up when its busy, but it wasn't a problem for us."
POSITIVE,"For a relaxing time in a convenient location, easy access to wherever you want to go at a fair price this is one of the best values. We have stayed at a number of hotels in SF at the Wharf and Embarcadero. You can go and return and go again as part of any SF plan. We love SF and we will come back to the Tuscan again...often. Thank you to the Tuscan and its employees."
POSITIVE,All four of us stayed here on our way to take the kids to college. I was a wonderful and restful night
NEUTRAL,expected a little more for the price. DVD player perhaps. drapes made not to close
POSITIVE,"Small, friendly and close to historic sites. Nice touches. Great breakfast and cookies and tea in afternoon. Good for couples or families."
NEGATIVE,"Had to be the worst customer service in the whole south. I checked into 4 rooms with all confirm booking numbers. the representative named brandy was extremely rude and beyond ignorant. She could not find my reservations nor would she look up my confirmation numbers. Finally after 30 mins of dealing with her she finally found the reservations. On top of it all her car was parked in the no parking zone i asked her very politely to move her car 25 feet so i can manuever my over sized vehicle and she said she needed to call the cops???? I waited another 5 minutes she never called them but she did come out and move her car, she then pulled into a handicap spot and honors her horn at me repeatedly, it was 130 in the morning and I'm sure she disturbed other guests as well. I would never cone back to this hotel and to those reading i hope you do not have the same experience as me and my 7 other Co workers. Disliked: Rooms, Service, Location, Horrible customer service"
POSITIVE,"The front desk staff is very nice in this hotel. We did not have to wait for anything. The room was great, big and clean, nice furniture, big TV with wide choice of TV channels. The room has a small corner with big frinde, microwave, coffepot. Free high speed internet, they do have one computer and printer in the lobby. Breakfast were above average. They do serve hot omellete or you may prepare own pancakes. There is fresh fruit too. We enjoyed complimentary bike rental. It is nice to ride a bike to the downtown or arount the river. Hotel is right accross the river from city centre. You may even walk there. They do have outdoor pool which I did not used but I think it was heated ...not sure."
POSITIVE,Loved the hotel. It was very affordable and in a great location. Didn't have to drive far to reach downtown red wing or visit the casino.Pros: It was very affordable and a great place to stay over night. Cons: Our window view was of a Hill right behind the hotel.
POSITIVE,"nice room, great for business travel. you cant go wrong, this was my 2nd stay and i would stay there again."
POSITIVE,"Big room, more like a condo than a hotel room , and very comfortable and close to everything."
POSITIVE,"My wife and I spent the night here on our way south. This place is clean, has a great pool, decent breakfast, and very nice people working there. Would recommend without reserve."
POSITIVE,"For the amount we spent on the room, the hotel worked well for us. The breakfast area set up was a bit cramped and if there were more than 2 people in there at the same time, it was difficult to get to the food area."
POSITIVE,"The room was great. The staff needs work. Not a bad staff but not the greatest.Pros: Location, and breakfast. Cons: Staff."
POSITIVE,"we were very please with are room and the hotel it self,nice locatoin,we took are pet also so it made are stay nice."
NEUTRAL,Getting old and uncomforatable. They need to be replaced. Lots of kids staying here on weekends for sporting events in the area. You make the call!
POSITIVE,Clean and convient to the 405 and 101 freeways. Near walking trails and park Pros: Clean Cons: Next to the 405 freeway Location: Near Burbank Blvd - Balboa recreation area with walking trails is nearby.
POSITIVE,"We loved this hotel! The rooms were clean and cozy, the breakfast was exactly what we needed before a big day of sightseeing/wine tasting, and the staff was absolutely the friendliest we've met! Even our dog loved it (and they seemed to love her too!). Sitting in the hot tub, listening to waves break in the ocean, was the perfect end to each evening. During the day, we explored the tide pools (right across the road), hunted for moon stones, and watched the harbor seals basking on the rocks. Besides being right on the beach, it is the perfect location for seeing other sights too... just north of Morro Bay and Pismo beach, just west of the winery's in Paso Robles, and just south of Big Sur... we explored it all and were happy to retire each night at the Best Western Fireside Inn."
POSITIVE,"We were pleased with the Best Western. Stayed at the one on Gibbon Ave. Clean, polite staff. ok breakfast. Nothing outstanding, but adquate."
NEUTRAL,"This hotel has a great location with easy walking distance to anything in gatlinburg. The hotel grounds are nice with the stream running by most rooms. The hotel staff was just average....especially one in particular...we called the front desk on the first night because our jacuzzi tub was not draining properly and we spoke with a very grumpy unconcerned gentleman....the cleanliness of the hotel was fine except that our jacuzzi hadnt been cleaned from the last guest's visit so we bought some germ killing cleaner and cleaned it ourselves...overall, we enjoyed our stay."
POSITIVE,It was a great place to stay for the value.
POSITIVE,The attached restaurant. Train noise For the middle of the desert it was great Surprisingly good stay at a redone Best Western. The location is good and the choices are limited. This motel has an attached cafe that serves dinner and is used for the free breakfast. The food was good and the breakfast was far beyond what is usually offered as you can order off the cafe menu as part of the room price. The only down side to this place is the trains that are nearby (very close ) but they were really not a problem.
POSITIVE,"What a find! Great price, great location, and charm as well!"
POSITIVE,"We rented the room with the jacuzzi, and were very pleased. The room had everything you could need including a mini fridge. Price included breakfast, so it was a great value."
POSITIVE,Very clean and new-good value for the money
POSITIVE,"The room was bigger and had a kitchen. Which surprised us. Nice stay, will be back in future."
POSITIVE,"It appears to be an older hotel but seems to be kept in good shape, it does have the older style outside doors which we dont really like. I'll give it a 3 1/2 - 4 rating out of a 5."
POSITIVE,"Buen trato, buena relación precio y buena habitación."
NEUTRAL,Over-priced for value received. No privacy. Big lighted sign ruined night ambiance and view. Checked out after one night and moved up to Cavalier Best Western in San Semion. Was more expensive but 1 million times better!! San Semion is a better beach destination than Moonstone for a getaway. Especially with a dog.
NEUTRAL,A view of the lake is a stretch of the imagination! The hotel did not have good security as far as the windows being so easy to break into.
NEUTRAL,"The location was great. Quoted a great price by booking ahead but was dissapointed when checking out. They were helpful with directions when needed. Quiet and rooms very soundproof. Our booking #221380304 for 2 rooms quoted prices of $63,20 each night for each room. When room #2 checked out their bill totaled $366.63 and our room was $96,89. I'm not getting the difference in cost for the two rooms booked at the same time for the same price. No added charges for room#2 was added. We only stayed 10/07 and 08 (2 nights) Best Western said no problem checking out 1 day early.Not sure if this is a issue with booking.com or the hotel. Also just wished breakfast area was larger to handle the guests."
POSITIVE,"Good value. Clean, quiet, great location close to French Quarter. I would stay again in this hotel. Taxi to amtrak/greyhound fixed rate $10."
POSITIVE,friendly people
NEUTRAL,The restaurant staff were excellent and the breakfast was good. The bugs outside the doors were unbelievable and you couldn't get in your room without 30+ bugs following you. I wouldn't stay in a motel in this area again - definitely need a hotel to keep the bugs out
POSITIVE,"room very clean you have two bottles of water in the room, but you pay 3$ each if you take it..."
NEGATIVE,"Over the phone, the desk clerk was pleasant and offered us the honeymoon suite. This is the room my husband booked on arrival. But when the clerk understood that I am a person with a disability who travels with a service animal (not a pet!), she told my husband we were not allowed to stay in that suite because the ""next person has extreme allergies to dogs."" Not only does this insult our intelligence, what she did by refusing this room to us is discrimination and it is illegal. Despite being told that for medical reasons I require more sleep than most people do and therefore need a quiet room, she located us in a standard room on the street. I've been awake for 2 hours unable to sleep because of the very loud street traffic (it is constant and sounds like a highway for trucks). Unlike the nicer rooms in this hotel, our room does not have an open balcony, we are above an attached restaurant, and we overlook the parking lot. I have traveled all over the United States with my service animal and not once have I ever been treated this poorly. Cumulatively I and my service dog have spent about 300 nights in motel and hotel rooms, and I have never had one complaint about her. She has never caused any damage and she has not disrupted anyone else's stay. And in those 300 nights we have never experienced such discrimination. Yes, sometimes we have to explain the law regarding service animals to hotel staff, but once we do, things have always gone smoothly. I should mention that after we had moved our things into this room, the clerk tried to offer my husband a ""larger"" room. I don't know why she thought this was going to help the situation. We were looking for a romantic room. But instead of that we went to sleep upset and without eating dinner. And this will be our memory of this town. How unfortunate! If you are able-bodied and don't mind staying in an establishment that discriminates and treats other people like second class citizens, then you might enjoy this motel. It is nothing fancy, not particularly clean, the elevator sounds like it is about to break, and the room we had was poorly laid out with furniture blocking the air-conditioning. Be prepared to pay more for this room than comparable motel rooms elsewhere in the U.S. Frankly, we would have left if we hadn't been so exhausted and concerned about finding a room at all. Now I think that I probably could have slept just as well in our car and saved both the money this room cost and more importantly the humiliation of being treated as a less valuable person than all the other guests because I happen to be disabled. Room Tip: I suggest that if you want to be treated well, look for a different motel. See more room tips"
NEUTRAL,Nothing special
POSITIVE,"The up side of this hotel was definitely the fact that it included free breakfast. However, it took us for ever to try and access the hotel. Also the pool is extremely small. But overall, the hotel was clean, the service was great, and the price was excellent. Pros: the free breakfast Cons: the accessibility of the hotel"
POSITIVE,All the staff was very friendly did everything to make sure you were happy Pros: Friendly staff Cons: Nothing Location: Perfect
NEUTRAL,"My husband and I stayed in the king jacuzzi suite the end of July through the beginning of August. The hotel was not too bad, but not great either. Our room looked exactly as it had in the photographs on the hotel website. My complaint was that the water in the jacuzzi looked brown. We always bring Lysol or Chlorox wipes with us to clean everything a second time, but no amount of cleaning the tub changed the color of the water-- there must be some rust in the pipes. So, we did not get to take advantage of the jacuzzi after we paid for it. We enjoyed swimming in the pool. Although it was always extremely crowded in the breakfast room, the breakfast was good. You can make your own bear shaped waffles. Aside from the problem with the jacuzzi, the room was very clean. We enjoyed our stay. However, with that being said, we are staying somewhere else for our upcoming trip to the Smokies. Liked: Rooms, Service, Location, Value, Food"
POSITIVE,clean and comfortable beds nothing accesible clean and could recommend to friends and families and we will stay again the next time we travel to Florida. Thanks.
NEUTRAL,We had our son's first birthday in Miami. It was a great experience. The Best Western was a great part of it. They were so helpful and took great care of us while we ran around crazily getting the party together.
POSITIVE,"I love its location, very clean"
NEGATIVE,"Hotel says 95 percent non smoking, but cig smell everywhere. Located on incovenient sideroad. Only coffe in lobby, frequently runs out. Not awful but not good."
NEGATIVE,Half way between Tucson and la Indifferent staff and run-down facilities
POSITIVE,Good hotel for the price. Needs a hot tub though.
NEGATIVE,"This hotel is NOT a good hotel at all. The staff was quite nice and helpful but that does not make up for the lack of quality. The hotel doors were noisy, the room was not cleaned between the days that I stayed. The room smelled like it was a former smokers room. The hot water in the shower was intermittent, I was scolded once. I competed in an athletic event on Dec. 3rd 2011, that night I didnt get any sleep it was so noisy, I just got up and drove 135 miles home. I would not recommend this hotel to anyone."
NEUTRAL,Pros: Economical. Cons: Hot water not working room change was slow.
POSITIVE,"Room was clean and spacious, although the table/chair set seemed a little large for the space. Pool area was very nice, and the attached breakfast room was clean and bright. Standard included breakfast, although since there is staff to make hot waffles, brewed coffee would be nice instead of the machine :) Front desk staff was super friendly and helpful. Hotel is with-in walking distance of the ""main drag"" of the downtown tourist section but tucked on a quiet side street, no traffic noise. Would stay again."
POSITIVE,"Reasonably priced, no pets allowed, close to the freeway, great breakfast!"
NEUTRAL,Location near jfk airport Rooms to be furnished again
POSITIVE,"All is good once again, we stay here for work."
POSITIVE,Ours was an overnight stay whilst having a family do in that area
POSITIVE,We would recommend Golden Sails Best Western. The staff were very helpful. The service was great. The heated pool was fantastic.
NEGATIVE,Room window lead to indoor pool = very loud from 8 am to 10 pm. Bathroom (tub) didn'tfeel clean
POSITIVE,"We were in Newport for one night and looking for a reasonably priced place to stay. The Best Western worked out well - located within a short drive of major shopping / dining / mansion area. The hotel is basic, but comfortable and appeared clean. Casino right across the street was a fun surprise!"
POSITIVE,Loved it!! Staff were so helpful & friendly. The hotel was beautiful & full of character. I would stay there again in a heartbeat.
POSITIVE,only bad thing the breakfast room was to small but food was good.
POSITIVE,Our stay was very pleasant - Just wish they had a swimming pool and fire pit.
NEUTRAL,"No internet access even when I used their business center. The food was okay though and it was quiet considering the airport was not far away. The bus service to and from the airport was slow; I waited about thirty minutes before anyone picked me up from the airport after my arrival. Their van is not clearly marked, so it was difficult to find among the other vans. It had a piece of paper in the window with the hotel's name, really not clear to see especially at night. Definitely not worth the price I paid. Overall, not a bad hotel, and I would recommend for a short stay only, one night but no more. Pros: It was clean. Cons: The complimentary airport shuttle is ridiculously slow, and not clearly marked. It was a bit pricey for what was available once I arrived. Location: Quiet, even though it is close to the airport, made for easy sleeping."
POSITIVE,"The room was clean and well kept; however the level of outside noise was excessive. Such as Tour bus, back up warning beeps early morning, guests loud talks late evening in the parking lot! I'd suggest management to patrol and control noise!!"
POSITIVE,service location Oneway in and oneway out not good at all. Very bad location! oneway in and oneway out! Can not be located on the GPS!
POSITIVE,"We used an unpublished rate and definitely got our money's worth. The room was clean and the king-sized bed relatively comfortable. The front desk staff was very nice and helpful as were the waitresses at the Adam's Pub for breakfast. Breakfast was good and when my eggs were over cooked the second morning, they took them back and re-did the order (I think the cook confused my order with the next table's because I asked for over easy and they were over hard and the bread was wrong). The young man who drove us to the T station was helpful, giving us directions on how to walk back when I asked. The hotel is older but well kept. The only complaint I had was on the second morning, the housekeeping staff was there at 9 am when we were checking out by 11 am....it was strange! We hope to go back again since it's very convenient to the Red line of the T and we had to go to Mass General. Pros: The room was spacious and clean and the free breakfast was good. Cons: the smell in the elevator Location: Very close to North Quincy T station"
POSITIVE,"Friendly service, beautiful view, impeccable far as cleanness, and outstanding as fare as comfort. This is a dream get away for romance, but the worst part of this whole experience is leaving. Pros: The coziness of the bed and the sensational tub. Cons: Close to where there is a lot of cars passing by. Location: Just stepping out to the Balanchine and you can see a lake meet for the sun to set on."
POSITIVE,"Hotel was clean and in a good location. Rooms were great. One employee we met was friendly, and we were checking out.. Breakfast had wide variety but couldn't get to half of it for employees hanging out in front of it making theirselves breakfast. Pros: Room was nice and comfortable. All amenities, microwave, iron, fridge, hair dryer. Cons: No hot tub Location: Close to nightlife but not walking distance."
POSITIVE,Great breakfast. Great customer service. Clean rooms and common areas. Great breakfast buffet.
NEGATIVE,I liked the flat screen tv and the pillows were comfortable. Eggs were subpar and our hotel room smelled of cigarettes although I rented a non-smoking room. The room was a little smaller than what I thought it'd be from the pictures also.
POSITIVE,The hotel location is fantastic for visiting Disneyland which is right across the road. The rooms were spacious and clean although the walls are a little thin but the noise from next door did not bother us. The breakfast was better than we were expecting and you can take it with you if you are in a hurrry to get to Disneyland. The reception staff were very friendly and helpful (thanks Sherry) and I would be happy to stay here again. Pros: Location and friendly staff Cons: Outside appeal could be improved
POSITIVE,"Just got back from a 10 day vacation. First 5 days in Carib Beach Best Western. The staff was awsome and the bed was very comfortable. Rooms were clean and well maintaned. It's a nice place to relax and close to downtown for shopping. Downsight...It is near the airport and the bay water is not as clear as other bays. It's a nice place to stop for a few days if you are interested in seeing downtown and going shopping. Be understanding, though, this hotel had the nicest room even though we moved on to a higher level resort for the remainder of our stay, Once again, the staff was extremely nice and helpful."
POSITIVE,"My stay at the Best Western was pleasant. The rooms were clean, and mine has a large flat screen! I also stayed there the night of the civil war game and it was surprisingly quiet. One of the front desk employees was slightly rude, but the others were all very friendly and helpful. They also allowed me to park my car in the lot before check-in and [?] also after check-out. The only disadvantage was that there wasn't a desk in the room. I was staying for work and needed to set up my laptop and ended up with it in my lap. I guess I could've requested a room with a desk (if there were any), but I'm just use to every hotel room having one. Other than that, everything was nice. I'd stay here again."
POSITIVE,"Price was excellent thru Expedia. No problems checking in early and even checked out late. Bought ART (Anaheim Resort Transportation shuttles) tickets for ride to Disneyland and to/from Amtrak from front desk. I loved the comfy beds. Room was clean and staff was nice. Got kids meals free from Dennys, market next door was handy although pricey. I would consider staying here again."
POSITIVE,"St. Thomas is wonderful! It is not a ""party island"" but you can find them if you want. Very clean, great warm water. NICE. The Hotel is nice. We stayed on 3rd floor which is the highest level. Had a GREAT view of ocean bay. All rooms face the ocean and have a balcony. NICE. Rooms are nice - loved the electronic, easy to use safe that is free to use. Very nice to have refrigerator which we stocked by purchasing food at local supermarket - Pueblo. Hotel could work on having more beach towels available. Not a big deal though. Thanks for providing us a great vacation spot!"
NEUTRAL,It was close to the event I was attending
POSITIVE,"We have stayed at other hotels around the Disneyland Park and this was a nice Hotel for the cost. The first night we were surrounded by a family that was chain smoking outside our door, so the hotel staff moved us to a better room for the rest of our stay. The pool and spa was nice and I like that it was salt water and not chlorine. We walked to the [?] park every day and it wasn't too far (just go through the Grand Californian Hotel for quick access to CA Adventure or Downtown Disney) The rooms were nice with good beds, and even a microwave. We would have like to have a safe in the room but they offered a safe at the front desk so we would lock things in the trunk while we were out. The Denny's in the parking lot was handy for breakfast as well. Free parking was a bonus also - but we didn't hear about the ""resort fee"" until we arrived - it was only $5 a day. I would recommend this hotel as a nice option for a stay near Disneyland."
POSITIVE,"Our room was very clean and the bed was very comfortable. It was across the street from the beach. The continental breakfast had an assortment of things to eat, waffles, fruit, oj, milk, tea, coffee, cereal, instant grits, hard boiled eggs, and breakfast bars. Kathy, the server, was very helpful and pleasant. Breakfast was a very pleasant experience. The only drawback was that the seating was limited. Based on what the hotel staff stated when we checked out, they plan on expanding the seating and adding some hot items, such as eggs and sausage in the next couple of weeks. The pool was a pretty cold but they had a small hot tub which warmed us up quite a bit. The parking at the hotel was pretty tight although we did find a spot right below our room on the 2nd floor. They did have additional parking across the street available at no charge. The staff were courteous and professional."
NEUTRAL,"We booked this motel based on the glowing reviews- but upon arrival we kept wondering if we had perhaps found the wrong Best Western. On the positive side, most of the front desk staff was friendly- one young gentleman was very helpful in offering restaurant recommendations and the check-in process was very easy. Also, the creek (river?) that flows right beside the hotel adds a different sort of view than many hotels. However, the negatives of this hotel unfortuantely offset the positive. Parking in the hotel parking lot is very limited, several cars had no space and had to park along the side. The room that we were given had an A/C that was very old and very loud (drowning out the flowing creek outside) and did not adequately cool the room no matter how high you cranked it up. The King Sized bed looked nice, but when you sat on one side it sagged badly. These two factors- poor A/C in 92 degree heat and a sagging bed made for a very uncomfortable night. We checked out early the next morning. In fariness, the manager did offer to change out the bed and the A/C (the entire wall unit?) but in my opinion these are things that should be regularly checked and not have to be asked for."
POSITIVE,".clean, quiet, and priced right"
POSITIVE,"My wife and I just had a night here and it was lovely. We did not have a reservation, and so we looked around the property before deciding to stay. We were able to select our room of choice. The pier view rooms are hit and miss. If you get a good one on the 3rd floor, the views are great! If you are stuck on the inner corner on the first floor, its probably a bit disappointing. We had a great room on the third floor an the views were truly spectacular. I could see the ocean from my bed in the morning. I agree that the breakfast was kind of a joke. It is extremely busy and too small to accommodate all of the guests. When we got there most of the good food had been picked over and all of the hot food was gone. The servers were not rude as some people say, but overwhelmed with the volume of guests. breakfast at this hotel is a bit weak. The other drawback is the lack of beach access, although the stunning views make up for it. That being said, if you get a good room, and dont mind the crazy breakfast, its actually a good value. it is a stunning location and by far the nicest Best Western i have ever stayed at. It is all about what you want and expect from your hotel. if you want to be in town and be right down on the beach, its not for you. If you like being on a bluff and having a quiet and private vacation, its a great place."
NEUTRAL,I do not suggest this hotel. The management is very rude.
NEGATIVE,"The staff was completely unable to do their job. The room itself was mediocre at best. We made do with it but the way the room was advertised and the way the room actually was were completely different. The entire staff had no customer service andwere rude. I would not recommed that any one stay in this hotel. Thankfully we spent most of our time at Disneyland, and didn't have to spend to much time in the room."
POSITIVE,"It was WONDERFUL to stay right across the street from the Disneyland entrance. After several days of Disneying, it was great to know that we had to take the fewest possible steps to get back to our hotel. The pool was nice, clean and a good temperature, and the hot tub was not too hot. The room was fine, in pretty good shape with nothing broken or dirty. The rooms are definitely smaller than the Camelot two hotels down but honestly, who cares? All I wanted was a place to sleep. The beds were comfortable and it was nice to have a sitting area with a couch. The buffet breakfast next door was not very exciting, and the coffee was completely disgusting. I got some Disney trinkets in the gift shop for a surprisingly reasonable price, and the gift shop attendant was extremely helpful. The front desk staff was also helpful and friendly. Altogether a very nice stay and I would definitely stay here again."
POSITIVE,"Our family of 5 (kids aged 7, 9, 12) stayed at BW last spring break. The rooms were clean and spacious enough for a our family of 5 as our oldest slept on the pullout sofa. There are a lot of hotels along this stretch of road that are very close to Disney but none closer than the BW, It is literally right at the cross walk to Disney. The breakfast is pretty bad but it's free. Eating donuts for breakfast was cool for our kids the first couple days but even they tired of it after that. Every day we left the park for lunch and a swim since there are lots of affordable restaurants within minutes walking from our hotel. Captain Kidd's buffet next door (same buidling where the free breakfast is served) was very affordable and had decent selection but once was enough for us. The pool was no great shakes but it was clean and large enough for our kids to enjoy. We would definitely stay here again."
POSITIVE,"I recently stayed at the Park Place Inn, and have stayed there multiple times before in the past. However it was before the motel added the paid parking, which i find to be not very convenient, and an added expense, since you must use a card to even get in and out of the parking, and since the motel is small anyway it makes things feel even more tight since you feel as if you are walled off from the street area. Some of the motels along Harbor Blvd have added this parking fee. Because of the paid parking, they now will not allow you to leave your car there the day you check out past thier regular checkin time at 3pm which is also very inconvenient if you want to spend the rest of the day inside Disneyland. I found my rooms to be clean and nice as expected and service from the front desk ect was friendly, I had two rooms, and i was able to check into to one of the rooms 1 hour early before checkin which was convenient. They are directly across the street from the entrance to Disneyland so a short 5 min walk from the middle of the Motel to the turnstiles that go into Disneyland. There are also plenty of places to eat in very short walking distance of the Motel such as I-Hop, Denny's, Mimi's Cafe, Quizznos Subs, McDonalds, Tony Romas ect. There are some small convenience stores located in some of the smaller Motels such as the Tropicanna inn which is about a 3 minutes walk north of the Park Place Inn, which has things like bread, milk, cereal ect. Room Tip: best rooms are towards the back of the motel where it is quieter. See more room tips"
POSITIVE,"This was a great hotel for the money, and I wouldn't hesitate to stay here again. It was within walking distance of Disneyland but wasn't in a high traffic area so we never got caught in the gridlock when trying to leave. The staff was friendly and helpful, and they even opened the breakfast area early for the half-marathon. Definitely recommended."
POSITIVE,"We booked this hotel for a 3 night stay in Septemeber, purely to visit the Mouse! This isn't a high end hotel but is perfectly good for a base while visiting Disneyland. Good points first: the room was large, the shower good and powerful, there was a good size fridge, the walk to the theme parks/downtown Disney was approx 10 mins (as long as you cut through the Grand California). The walk is peaceful in the morning (most people seem to stay the other end by HoJo) and beautiful at night because all the trees are lit with fairy lights. The area felt safe to walk at night, though there were a couple of homeless people asking for change. Downsides: The room was terribly dark and we needed the lights on even during daylight hours. The beds were very very squishy and we kept rolling into each other, so not the greatest nights sleep! Also, we're pretty sure the cleaners went through our luggage. Nothing was missing/taken, but clearly things had been rifled through and moved unnecessarily (hairstraighters taken from bag, things moved in wardrobe etc) which was odd and a little unsettling. There is no safe in these rooms which is also a bit of a pain. Overall, I think this is a good hotel and would recommend it to someone wishing to visit Disneyland on a budget. It would work for families as there are 2 x double beds!"
POSITIVE,"The bedding was beautiful. The towel placement and layout of the room was great. My least favorite thing is that the bathroom felt small and didn't have a lock. The shower head was horrible and there was not enough water pressure. Great location. It was really close to Disneyland. The staff was amazing. They honor all requests with a smile, from a toothbrush to an early check in. The walk was only 10 minutes away from Disneyland. I didn't like the fact that the bathroom door didn't have a lock. Other than that, the room was beautiful. Coco's is a great place to eat and is only 50 feet away from Best Western. They offer room service too which made the hotel experience even better."
NEUTRAL,Great location. Easy access to Disneyland. Lots of reasonable food choices close by. Odd smells in some rooms though (like cat p**)... Pros: Location was good. Beds comfortable. Breakfast okay. Cons: Cat p** smell in a couple rooms (we had to switch a couple times). Location: Great location.
NEUTRAL,"Stayed for one night on our way from Grand Canyon to Bryce Canyon, for a smooth water river rafting ind Glen Canyon. Hotel ok for a overnight stay, nice view from our room and located 5 min. from the river rafting office. Not the nicest hotel on our roadtrip, but ok."
POSITIVE,Decent value for money. Typical motel! Did you find this review helpful? yes no
POSITIVE,"I had planned to stay at this hotel for one night only and go to a 'nicer' hotel for the remander of the trip however, after staying there for one night I was so suprised and could have stayed longer. The room was brand new since they were fixing up the hotel. The staff was extremely friendly we got FREE breakfast which was great. It was walking distance to sea world and discover cove. Only negative was that the beds were small. Full size. Would go back. Good Price. Good Staff. Good Location. Great hotel!"
POSITIVE,"The hotel has been recently remodeled, now is part of the Best Western hotel chain. The rooms are very comfortable and they have a large LCD TV. The hotel staff was very friendly and helpful. The breakfast is very good. It is very close from the Orlando Convention Center (South and North Concourses). The iRide Trolley has a stop almost in front of the hotel. We will be definitely coming back!"
POSITIVE,"The lady who did housekeeping had great smile. Front desks clerks were all friendly and helpful. Breakfast did not have a lot of variety but it was great not worry about what and where to eat in the morning. Crew in the kitchen were great. The rooms were clean just like any Best Western I stayed in. Love Stovall's Inn for the gated entrance and exit, makes you feel more secure and safe. Just wished there are safe in the bedrooms."
POSITIVE,"From the moment I walked in the reception until I left, the experience was ideal. What made it especially good the owner or manager's caring and compassionate nature. I could tell he truly wanted to make my experience the best he could. He was very welcoming, was very clear that he wanted to hear any complaints I had and would deal with them and to let him know anything I needed. The room was clean and comfortable and the bed was great."
POSITIVE,"Great spacious rooms with sink, fridge, and microwave. Cons: Wired not wireless Internet"
